Time resolution is 1 ps
Time=0 | Saved Address=0000 | Address_Out=0000 | test_bus=31 | Bus_Out=00 | reading data=1 | writing data=0 | sending address=1
Time=4475000 | Saved Address=0039 | Address_Out=003a | test_bus=fb | Bus_Out=00 | reading data=1 | writing data=0 | sending address=1
Time=4485000 | Saved Address=003a | Address_Out=0000 | test_bus=fb | Bus_Out=00 | reading data=0 | writing data=0 | sending address=0
Time=4495000 | Saved Address=003a | Address_Out=0000 | test_bus=e8 | Bus_Out=00 | reading data=0 | writing data=0 | sending address=0
Time=4515000 | Saved Address=003a | Address_Out=003b | test_bus=e8 | Bus_Out=00 | reading data=1 | writing data=0 | sending address=1
Time=4525000 | Saved Address=003b | Address_Out=0000 | test_bus=e8 | Bus_Out=00 | reading data=0 | writing data=0 | sending address=0
Time=4535000 | Saved Address=003b | Address_Out=0000 | test_bus=e2 | Bus_Out=00 | reading data=0 | writing data=0 | sending address=0
Time=4555000 | Saved Address=003b | Address_Out=0000 | test_bus=e2 | Bus_Out=00 | reading data=1 | writing data=0 | sending address=0
Time=4565000 | Saved Address=003b | Address_Out=fffd | test_bus=e2 | Bus_Out=e2 | reading data=0 | writing data=0 | sending address=0
Time=4575000 | Saved Address=003b | Address_Out=0000 | test_bus=e2 | Bus_Out=00 | reading data=0 | writing data=0 | sending address=0
Time=4635000 | Saved Address=003b | Address_Out=003c | test_bus=e2 | Bus_Out=00 | reading data=0 | writing data=0 | sending address=1
Time=4645000 | Saved Address=003c | Address_Out=0000 | test_bus=e2 | Bus_Out=00 | reading data=0 | writing data=0 | sending address=0
Time=4655000 | Saved Address=003c | Address_Out=0000 | test_bus=f8 | Bus_Out=00 | reading data=0 | writing data=0 | sending address=0
Time=4675000 | Saved Address=003c | Address_Out=003d | test_bus=f8 | Bus_Out=00 | reading data=1 | writing data=0 | sending address=1
Time=4685000 | Saved Address=003d | Address_Out=0000 | test_bus=f8 | Bus_Out=00 | reading data=0 | writing data=0 | sending address=0
Time=4695000 | Saved Address=003d | Address_Out=0000 | test_bus=1e | Bus_Out=00 | reading data=0 | writing data=0 | sending address=0
Time=4715000 | Saved Address=003d | Address_Out=0000 | test_bus=1e | Bus_Out=00 | reading data=1 | writing data=0 | sending address=0
Time=4725000 | Saved Address=003d | Address_Out=ffdf | test_bus=1e | Bus_Out=1e | reading data=0 | writing data=0 | sending address=0
Time=4735000 | Saved Address=003d | Address_Out=0000 | test_bus=1e | Bus_Out=00 | reading data=0 | writing data=0 | sending address=0
Time=4755000 | Saved Address=003d | Address_Out=003e | test_bus=1e | Bus_Out=00 | reading data=0 | writing data=0 | sending address=1
Time=4765000 | Saved Address=003e | Address_Out=0000 | test_bus=1e | Bus_Out=00 | reading data=0 | writing data=0 | sending address=0
Time=4775000 | Saved Address=003e | Address_Out=0000 | test_bus=f9 | Bus_Out=00 | reading data=0 | writing data=0 | sending address=0
Time=4795000 | Saved Address=003e | Address_Out=0000 | test_bus=f9 | Bus_Out=00 | reading data=1 | writing data=0 | sending address=0
Time=4805000 | Saved Address=003e | Address_Out=fffd | test_bus=f9 | Bus_Out=00 | reading data=0 | writing data=0 | sending address=0
Time=4815000 | Saved Address=003e | Address_Out=0000 | test_bus=f9 | Bus_Out=00 | reading data=0 | writing data=0 | sending address=0
Time=4835000 | Saved Address=003e | Address_Out=003f | test_bus=f9 | Bus_Out=00 | reading data=0 | writing data=0 | sending address=1
Time=4845000 | Saved Address=003f | Address_Out=fffd | test_bus=f9 | Bus_Out=00 | reading data=0 | writing data=0 | sending address=0
Time=4855000 | Saved Address=003f | Address_Out=0000 | test_bus=e9 | Bus_Out=00 | reading data=0 | writing data=0 | sending address=0
Time=4875000 | Saved Address=003f | Address_Out=fffd | test_bus=e9 | Bus_Out=00 | reading data=1 | writing data=0 | sending address=1
Time=4885000 | Saved Address=fffd | Address_Out=0000 | test_bus=e9 | Bus_Out=00 | reading data=0 | writing data=0 | sending address=0
Time=4895000 | Saved Address=fffd | Address_Out=0000 | test_bus=00 | Bus_Out=00 | reading data=0 | writing data=0 | sending address=0
Time=4915000 | Saved Address=fffd | Address_Out=fffe | test_bus=00 | Bus_Out=00 | reading data=1 | writing data=0 | sending address=1
Time=4925000 | Saved Address=fffe | Address_Out=0000 | test_bus=00 | Bus_Out=00 | reading data=0 | writing data=0 | sending address=0
Time=4955000 | Saved Address=fffe | Address_Out=ffff | test_bus=00 | Bus_Out=00 | reading data=1 | writing data=0 | sending address=1
Time=4965000 | Saved Address=ffff | Address_Out=0000 | test_bus=00 | Bus_Out=00 | reading data=0 | writing data=0 | sending address=0
Time=4995000 | Saved Address=ffff | Address_Out=0000 | test_bus=00 | Bus_Out=00 | reading data=1 | writing data=0 | sending address=1
Time=5005000 | Saved Address=0000 | Address_Out=0000 | test_bus=00 | Bus_Out=00 | reading data=0
